Date,Date,Crypto,Adj Close,Close,High,Low,Open,Volume
2021-01-01,2021-01-01,BNB,37.90501022338867,37.90501022338867,38.92817687988281,37.04630661010742,37.37457275390625,459165743
2021-01-01,2021-01-01,Bitcoin,29374.15234375,29374.15234375,29600.626953125,28803.5859375,28994.009765625,40730301359
2021-01-01,2021-01-01,Ethereum,730.3675537109375,730.3675537109375,749.2018432617188,719.792236328125,737.7083740234375,13652004358
2021-01-01,2021-01-01,XRP,0.23744399845600128,0.23744399845600128,0.2492700070142746,0.21728800237178802,0.2198449969291687,5888429287
2021-01-02,2021-01-02,BNB,38.24159240722656,38.24159240722656,38.83625411987305,36.925601959228516,37.91710662841797,521965394
2021-01-02,2021-01-02,Bitcoin,32127.267578125,32127.267578125,33155.1171875,29091.181640625,29376.455078125,67865420765
2021-01-02,2021-01-02,Ethereum,774.5349731445312,774.5349731445312,786.7984619140625,718.1094970703125,730.4026489257812,19740771179
2021-01-02,2021-01-02,XRP,0.2216549962759018,0.2216549962759018,0.23838800191879272,0.21581600606441498,0.23767000436782837,4773658725
2021-01-03,2021-01-03,BNB,41.14897918701172,41.14897918701172,41.6063232421875,37.8181037902832,38.253726959228516,758008613
2021-01-03,2021-01-03,Bitcoin,32782.0234375,32782.0234375,34608.55859375,32052.31640625,32129.408203125,78665235202
2021-01-03,2021-01-03,Ethereum,975.5076904296875,975.5076904296875,1006.5650024414062,771.5616455078125,774.5118408203125,45200463368
2021-01-03,2021-01-03,XRP,0.2258480042219162,0.2258480042219162,0.23774099349975586,0.21716700494289398,0.22174400091171265,5109898871
2021-01-04,2021-01-04,BNB,40.926353454589844,40.926353454589844,43.13212203979492,38.14398193359375,41.198280334472656,807877171
2021-01-04,2021-01-04,Bitcoin,31971.9140625,31971.9140625,33440.21875,28722.755859375,32810.94921875,81163475344
2021-01-04,2021-01-04,Ethereum,1040.2330322265625,1040.2330322265625,1153.189208984375,912.3053588867188,977.058837890625,56945985763
2021-01-04,2021-01-04,XRP,0.23667700588703156,0.23667700588703156,0.2564769983291626,0.21972200274467468,0.22603799402713776,6141918380
2021-01-05,2021-01-05,BNB,41.73460006713867,41.73460006713867,41.73460006713867,38.97895431518555,40.937278747558594,644270927
2021-01-05,2021-01-05,Bitcoin,33992.4296875,33992.4296875,34437.58984375,30221.1875,31977.041015625,67547324782
2021-01-05,2021-01-05,Ethereum,1100.006103515625,1100.006103515625,1129.3714599609375,986.811279296875,1041.498779296875,41535932781
2021-01-05,2021-01-05,XRP,0.22675000131130219,0.22675000131130219,0.24125100672245026,0.22160199284553528,0.2366359978914261,5378491929
2021-01-06,2021-01-06,BNB,42.16595458984375,42.16595458984375,42.19270324707031,40.592529296875,41.775535583496094,641021601
2021-01-06,2021-01-06,Bitcoin,36824.36328125,36824.36328125,36879.69921875,33514.03515625,34013.61328125,75289433811
2021-01-06,2021-01-06,Ethereum,1207.1121826171875,1207.1121826171875,1209.4285888671875,1064.2333984375,1101.0050048828125,44699914188
2021-01-06,2021-01-06,XRP,0.2508949935436249,0.2508949935436249,0.2691580057144165,0.2234639972448349,0.2268660068511963,7552726810
2021-01-07,2021-01-07,BNB,43.44948959350586,43.44948959350586,44.470035552978516,41.49586868286133,42.196624755859375,829964770
2021-01-07,2021-01-07,Bitcoin,39371.04296875,39371.04296875,40180.3671875,36491.19140625,36833.875,84762141031
2021-01-07,2021-01-07,Ethereum,1225.6781005859375,1225.6781005859375,1282.57958984375,1167.443115234375,1208.078369140625,40468027280
